,,,,,,,,,
$285.87,Payment Received,PayPal Fee,Postage,Other Costs,,,,DVD Cost:,1
3/3/2015,$3.24,-$0.39,-$2.09,,Munich,,-$0.24,,
3/3/2015,$3.24,-$0.39,-$2.09,,The Naked Mile,,-$0.24,,
3/4/2015,$3.14,-$0.39,-$2.09,,Old School ,,-$0.34,,
3/4/2015,$3.94,-$0.41,-$2.09,,Slums of Beverly Hills,,$0.44,,
3/4/2015,$5.64,-$0.46,-$2.09,,Upright Citizens Brigade Season 1,,$2.09,,
3/5/2015,$3.24,-$0.39,-$2.09,,Clerks,,-$0.24,,
3/5/2015,$2.94,-$0.39,-$2.09,,Closer,,-$0.54,,
3/5/2015,$3.44,-$0.40,-$2.09,,Final Analysis,,-$0.05,,
3/5/2015,$3.24,-$0.39,-$2.09,,Invincible,,-$0.24,,
3/5/2015,,$0.00,,-$16.95,Purchased DVD Mailers,,-$17.95,,
3/5/2015,$4.24,-$0.42,-$2.09,,Seinfeld Seasons 1 and 2,,$0.73,,
3/5/2015,$3.54,-$0.40,-$2.09,,Spies like Us,,$0.05,,
3/5/2015,$3.14,-$0.39,-$2.09,,Twilight,,-$0.34,,
3/6/2015,$3.34,-$0.40,-$2.09,,Gladiator,,-$0.15,,
3/6/2015,$5.34,-$0.45,-$2.09,,National Treasure 2,,$1.80,,
3/6/2015,$4.04,-$0.42,-$2.09,,SNL - The Best of Mike Meyers,,$0.53,,
3/6/2015,$2.94,-$0.39,-$2.09,,Swordfish,,-$0.54,,
3/6/2015,$3.24,-$0.39,-$2.09,,The Ring,,-$0.24,,
3/6/2015,$3.14,-$0.39,-$2.25,,The Rules of Attraction,,-$0.50,,
3/7/2015,,,,-$20.00,Purchased DVDs,,-$21.00,,
3/8/2015,$4.34,-$0.43,-$2.09,,A Few Good Men,,$0.82,,
3/8/2015,$3.24,-$0.39,-$2.09,,Blue Streak,,-$0.24,,
3/8/2015,$3.24,-$0.39,-$2.09,,Jumper,,-$0.24,,
3/8/2015,$3.14,-$0.39,-$2.09,,Lost in Translation,,-$0.34,,
3/8/2015,$3.94,-$0.41,-$2.09,,Open Range,,$0.44,,
3/8/2015,,,,-$9.99,Purchased Envelopes,,-$10.99,,
3/8/2015,$2.94,-$0.39,-$2.09,,Snakes on a Plane,,-$0.54,,
3/8/2015,$3.24,-$0.39,-$2.09,,Team America,,-$0.24,,
3/8/2015,$3.24,-$0.39,-$2.09,,The Heartbreak Kid,,-$0.24,,
3/8/2015,$3.84,-$0.41,-$2.09,,UFC 54: Boiling Point,,$0.34,,
3/9/2015,,$0.00,,-$4.04,Refund for Born to be Wild,,-$5.04,,
3/9/2015,$3.34,-$0.40,-$2.09,,Signs,,-$0.15,,
3/9/2015,$3.24,-$0.39,-$2.09,,The Day After Tomorrow,,-$0.24,,
3/9/2015,$3.24,-$0.39,-$2.09,,The Wedding Singer,,-$0.24,,
3/10/2015,$3.64,-$0.41,-$2.25,,Mallrats,,-$0.02,,
3/10/2015,$3.04,-$0.39,-$2.09,,The Ring,,-$0.44,,
3/11/2015,$6.04,-$0.48,-$2.01,,Bill Burr: Let It Go,,$2.55,,
3/12/2015,$2.94,-$0.39,-$2.25,,"Crouching Tiger, Hidden Dragon",,-$0.70,,
3/12/2015,$6.64,-$0.49,-$2.76,,JFK Collectors Box Set,,$2.39,,
3/12/2015,$3.14,-$0.39,-$2.25,,Orange County,,-$0.50,,
3/12/2015,$2.94,-$0.39,-$2.09,,The Dark Knight,,-$0.54,,
3/12/2015,$3.24,-$0.39,-$2.09,,The Ring 2,,-$0.24,,
3/13/2015,$3.14,-$0.39,-$2.25,,Click,,-$0.50,,
3/14/2015,,,,-$35.00,Purchased DVDs,,-$36.00,,
3/17/2015,$27.94,-$1.11,-$2.25,,Widespread Panic Live at Oak Mountain,,$23.58,,
3/17/2015,$2.94,-$0.39,-$2.09,,Amelia,,-$0.54,,
3/17/2015,$2.94,-$0.39,-$2.09,,S.W.A.T.,,-$0.54,,
3/18/2015,$3.44,-$0.40,-$2.09,,Eternal Sunshine of the Spotless Mind,,-$0.05,,
3/18/2015,$2.94,-$0.39,-$2.09,,Ocean's Twelve,,-$0.54,,
3/19/2015,$2.94,-$0.39,-$2.09,,Made,,-$0.54,,
3/20/2015,$3.34,-$0.40,-$2.09,,Zathura,,-$0.15,,
3/20/2015,$8.34,-$0.54,-$2.25,,The People Under the Stairs / Shocker,,$4.55,,
3/20/2015,$2.50,-$0.37,-$1.93,,She's the Man,,-$0.80,,
3/21/2015,,,,-$30.00,Purchased DVDs,,-$31.00,,
3/22/2015,$3.34,-$0.40,-$2.25,,There's Something About Mary,,-$0.31,,
3/22/2015,$3.24,-$0.39,-$2.42,,Men in Black 2,,-$0.57,,
3/22/2015,$3.14,-$0.39,-$2.09,,Children of Men,,-$0.34,,
3/22/2015,$14.94,-$0.73,-$2.59,,Banshee Season 1,,$10.62,,
3/22/2015,$3.94,-$0.41,-$2.25,,Ferris Bueller's Day Off,,$0.28,,
3/22/2015,$5.24,-$0.45,-$2.09,,Sleeping with the Enemy,,$1.70,,
3/22/2015,$3.34,-$0.40,-$2.09,,The Wrestler,,-$0.15,,
3/22/2015,$2.84,-$0.38,-$2.09,,Starship Troopers 3: Marauder,,-$0.63,,
3/22/2015,$3.34,-$0.40,-$2.09,,Flightplan,,-$0.15,,
3/22/2015,$3.74,-$0.41,-$2.09,,Seed of Chucky,,$0.24,,
3/22/2015,,$0.00,,-$30.00,Purchased DVD Mailers,,-$31.00,,
3/23/2015,$3.94,-$0.41,-$2.25,,The Guardian,,$0.28,,
3/23/2015,$3.30,-$0.40,-$1.93,,I Am Sam,,-$0.03,,
3/23/2015,$3.24,-$0.39,-$2.09,,The Texas Chainsaw Massacre (1974),,-$0.24,,
3/23/2015,$2.84,-$0.38,-$2.09,,Blue Collar Comedy Tour Rides Again,,-$0.63,,
3/23/2015,$3.24,-$0.39,-$2.09,,Basic Instinct,,-$0.24,,
3/23/2015,$4.00,-$0.42,-$1.93,,The Ugly Truth,,$0.65,,
3/24/2015,$2.84,-$0.38,-$2.25,,Go,,-$0.79,,
3/25/2015,$3.84,-$0.41,-$2.09,,Casino,,$0.34,,
3/25/2015,$3.34,-$0.40,-$2.54,,X-Men 1.5,,-$0.60,,
3/26/2015,$2.75,-$0.38,-$1.93,,King Kong,,-$0.56,,
3/26/2015,$3.84,-$0.41,-$2.09,,Fatal Attraction ,,$0.34,,
3/26/2015,$7.44,-$0.52,-$2.09,,The Walking Dead Season 1,,$3.83,,
3/27/2015,$4.94,-$0.44,-$2.09,,Bobby Z,,$1.41,,
3/27/2015,$6.84,-$0.50,-$2.09,,Wall-E,,$3.25,,
3/27/2015,$3.94,-$0.41,-$2.09,,Beverly Hills Cop,,$0.44,,
3/27/2015,$2.75,-$0.38,-$1.93,,Princess Diaries 2,,-$0.56,,
3/30/2015,$4.44,-$0.43,-$2.09,,Saturday Night Live - Best of Steve Martin,,$0.92,,
3/30/2015,$5.44,-$0.46,-$2.01,,Earthquake,,$1.97,,
3/30/2015,$3.84,-$0.41,-$2.25,,Jay and Silent Bob Strike Back,,$0.18,,
3/30/2015,$2.94,-$0.39,-$2.09,,Meet the Fockers,,-$0.54,,
3/30/2015,$4.94,-$0.44,-$2.09,,Red Sonja,,$1.41,,
3/30/2015,$2.75,-$0.38,-$1.93,,Random Hearts,,-$0.56,,
3/30/2015,$2.99,-$0.39,-$1.93,,Rome Season 2 Disc 5,,-$0.33,,
3/30/2015,$3.34,-$0.40,-$2.09,,The Haunted Airman,,-$0.15,,
3/30/2015,$3.14,-$0.39,-$2.09,,Charlie's Angels,,-$0.34,,
3/30/2015,$4.44,-$0.43,-$2.09,,Who's Harry Crumb?,,$0.92,,
3/30/2015,$3.64,-$0.41,-$2.09,,The Promotion,,$0.14,,
3/30/2015,$2.84,-$0.38,-$2.01,,Fear Dot Com,,-$0.55,,
3/30/2015,$3.54,-$0.40,-$2.01,,48 Hours,,$0.13,,
3/30/2015,$4.94,-$0.44,-$2.01,,The Specialist,,$1.49,,
3/31/2015,$5.24,-$0.45,-$2.09,,Sophie's Choice,,$1.70,,
3/31/2015,$2.84,-$0.38,-$2.09,,Goldmember,,-$0.63,,
3/31/2015,$2.94,-$0.39,-$2.09,,A Guy Thing,,-$0.54,,
3/31/2015,$4.44,-$0.43,-$2.09,,The Long Kiss Goonight,,$0.92,,
3/31/2015,$3.24,-$0.39,-$2.25,,Live Free or Die Hard,,-$0.40,,
3/31/2015,$3.14,-$0.39,-$2.01,,Swordfish,,-$0.26,,
4/2/2015,$3.00,-$0.39,-$1.93,,Patriot Games,,-$0.32,,
4/2/2015,$5.94,-$0.47,-$2.01,,Due Date Blu-ray,,$2.46,,
4/3/2015,$2.84,-$0.38,-$2.01,,Project Kill,,-$0.55,,
4/3/2015,$3.94,-$0.41,-$2.09,,Dangerous Liaisons,,$0.44,,
4/4/2015,$3.84,-$0.41,-$2.09,,Harsh Times,,$0.34,,
4/4/2015,$6.58,-$0.49,-$2.76,,"The Siege
The Usual Suspects",,$2.33,,
4/4/2015,$3.94,-$0.41,-$2.09,,Bad Lieutenant,,$0.44,,
4/4/2015,$3.94,-$0.41,-$2.01,,Wrong Turn 3,,$0.52,,
4/4/2015,$9.94,-$0.59,-$2.25,-$14.44,Three's Company Season 3,,-$8.34,,
4/4/2015,,$0.00,,-$55.00,Purchased DVDs,,-$56.00,,
4/6/2015,$5.44,-$0.46,-$2.09,,Porky's/Porky's II,,$1.89,,
4/6/2015,$3.14,-$0.39,-$2.09,,Assault on Precinct 13,,-$0.34,,
4/6/2015,$4.64,-$0.43,-$2.09,,The Crying Game,,$1.12,,
4/6/2015,$3.84,-$0.41,-$2.59,,Robin Hood: Prince of Thieves,,-$0.16,,
4/6/2015,$5.00,-$0.45,-$1.93,,Joan of Arc,,$1.63,,
4/6/2015,$2.84,-$0.38,-$2.42,,The Matrix Reloaded,,-$0.96,,
4/6/2015,$3.00,-$0.39,-$1.93,,Neverending Story 2,,-$0.32,,
4/7/2015,$3.94,-$0.41,-$2.01,,Eyes Wide Shut,,$0.52,,
4/7/2015,$3.50,-$0.40,-$1.93,,Don't Tell Mom the Babysitter's Dead,,$0.17,,
4/8/2015,$3.00,-$0.39,-$1.93,,K-Pax,,-$0.32,,
4/8/2015,$5.94,-$0.47,-$2.01,,Traininig Day,,$2.46,,
4/8/2015,$3.34,-$0.40,-$2.09,,Pi,,-$0.15,,
4/9/2015,$3.34,-$0.40,-$2.01,,Sicko,,-$0.07,,
4/9/2015,$3.00,-$0.39,-$2.09,,Pirates of the Carribean: Curse of the Black Pearl,,-$0.48,,
4/9/2015,$2.75,-$0.38,-$1.93,,UFC 50,,-$0.56,,
4/9/2015,$2.94,-$0.39,-$2.09,,From Hell,,-$0.54,,
4/9/2015,$3.64,-$0.41,-$2.09,,Broken Arrow,,$0.14,,
4/9/2015,$4.00,-$0.42,-$1.93,,The Thing,,$0.65,,
4/9/2015,$3.84,-$0.41,-$2.09,,Pretty In Pink,,$0.34,,
4/9/2015,$3.00,-$0.39,-$1.93,,Star Trek: Insurrection,,-$0.32,,
4/9/2015,$5.00,-$0.45,-$1.93,,Toy Story 2,,$1.63,,
4/11/2015,$3.00,-$0.39,-$1.93,,Apollo 13,,-$0.32,,
4/11/2015,$3.94,-$0.41,-$2.01,,Iron Man,,$0.52,,
4/11/2015,$3.04,-$0.39,-$2.09,,Ali,,-$0.44,,
4/13/2015,$2.50,-$0.37,-$1.93,,Captain Corelli's Madolin,,-$0.80,,
4/13/2015,$3.00,-$0.39,-$1.93,,The Rock,,-$0.32,,
4/13/2015,$3.14,-$0.39,-$2.25,,Pulse,,-$0.50,,
4/13/2015,$6.94,-$0.50,-$2.09,,Midnight in the Garden of Good and Evil,,$3.35,,
4/15/2015,$4.00,-$0.42,-$1.93,,Star Trek: Generations,,$0.65,,
4/15/2015,$3.00,-$0.39,-$1.93,,Never Been Kissed,,-$0.32,,
4/15/2015,$4.44,-$0.43,-$2.09,,Single White Female,,$0.92,,
4/16/2015,$4.54,-$0.43,-$2.09,,Leaving Las Vegas,,$1.02,,
4/16/2015,$3.24,-$0.39,-$2.09,,When Harry Met Sally,,-$0.24,,
4/16/2015,$3.44,-$0.40,-$2.01,,Gran Torino,,$0.03,,
4/17/2015,$3.50,-$0.40,-$1.93,,"The Soipranos - Season 6-2, Disc 3",,$0.17,,
4/17/2015,$3.54,-$0.40,-$2.09,,Jarhead,,$0.05,,
4/17/2015,$10.94,-$0.62,-$2.09,,Caligula,,$7.23,,
4/17/2015,$3.34,-$0.40,-$2.09,,Risky Business,,-$0.15,,
4/17/2015,$4.50,-$0.43,-$1.93,,The Great Gatsby,,$1.14,,
4/17/2015,$3.64,-$0.41,-$2.01,,Diner,,$0.22,,
4/17/2015,$3.34,-$0.40,-$2.01,,America: a Tribute to Heroes,,-$0.07,,
4/17/2015,$3.84,-$0.41,-$2.09,,The Devil's Own,,$0.34,,
4/20/2015,,,,-$36.19,eBay Fees,,-$37.19,,
4/27/2015,$13.94,-$0.70,-$2.09,,Intent to Kill,,$10.15,,
4/27/2015,$2.50,-$0.37,-$1.93,,Blue Crush,,-$0.80,,
4/27/2015,$3.94,-$0.41,-$2.09,,The Virgin Suicides,,$0.44,,
4/28/2015,$3.64,-$0.41,-$2.09,,Almost Famous,,$0.14,,
4/28/2015,$6.00,-$0.47,-$1.93,,"The Naked Gun
The Naked Gun 33-1/3",,$2.60,,
4/28/2015,$2.94,-$0.39,-$2.09,,King Kong,,-$0.54,,
4/29/2015,$3.34,-$0.40,-$2.01,,I Am Legend,,-$0.07,,
4/29/2015,$4.94,-$0.44,-$2.01,,Joe Versus the Volcano,,$1.49,,
4/29/2015,$3.24,-$0.39,-$2.01,,Starship Troopers 2,,-$0.16,,
4/29/2015,$3.94,-$0.41,-$2.09,,The Birth of a Nation,,$0.44,,
4/29/2015,$3.50,-$0.40,-$1.93,,The Cowboys,,$0.17,,
4/30/2015,,,,-$30.00,Purchased DVDs,,-$31.00,,
4/30/2015,$3.00,-$0.39,-$1.93,,Million Dollar Baby,,-$0.32,,
4/30/2015,$3.94,-$0.41,-$2.01,,Air Force One,,$0.52,,
4/30/2015,$3.00,-$0.39,-$1.93,,The Mummy,,-$0.32,,
4/30/2015,$3.00,-$0.39,-$1.93,,The Patriot,,-$0.32,,
4/30/2015,$10.54,-$0.61,-$2.01,,Them !,,$6.92,,
5/1/2015,$3.24,-$0.39,-$2.01,,The Departed,,-$0.16,,
5/1/2015,$4.94,-$0.44,-$2.01,,The Crush,,$1.49,,
5/1/2015,$4.94,-$0.44,-$2.01,,The Road Warrior,,$1.49,,
5/1/2015,$2.94,-$0.39,-$2.09,,Be Cool,,-$0.54,,
5/1/2015,$6.50,-$0.49,-$1.93,,Perfume: The Story of a Murderer,,$3.08,,
5/2/2015,$3.24,-$0.39,-$2.01,,The Sweetest Thing,,-$0.16,,
5/2/2015,$3.50,-$0.40,-$1.93,,Pee-Wee's Big Adventure,,$0.17,,
5/2/2015,$3.00,-$0.39,-$1.93,,2001: A Space Odyssey,,-$0.32,,
5/2/2015,$5.64,-$0.46,-$2.01,,"Girl, Interrupted",,$2.17,,
5/2/2015,$6.94,-$0.50,-$2.01,,Striptease,,$3.43,,
5/2/2015,$2.50,-$0.37,-$1.93,,Panic Room,,-$0.80,,
5/2/2015,$6.94,-$0.50,-$2.01,,Mulholland Drive,,$3.43,,
5/3/2015,$3.94,-$0.41,-$2.01,,Interview with the Vampire,,$0.52,,
5/3/2015,$3.50,-$0.40,-$1.93,,Pan's Labyrinth,,$0.17,,
5/3/2015,$7.00,-$0.50,-$1.93,,Peter Pan,,$3.57,,
5/3/2015,$7.94,-$0.53,-$2.01,,The Day of the Jackal,,$4.40,,
5/3/2015,$6.44,-$0.49,-$2.25,,Sling Blade,,$2.70,,
5/3/2015,$6.54,-$0.49,-$2.01,,The Fisher King,,$3.04,,
5/3/2015,$3.14,-$0.39,-$2.01,,House of the Dead,,-$0.26,,
5/3/2015,$4.14,-$0.42,-$2.01,,Black Snake Moan,,$0.71,,
5/3/2015,$4.44,-$0.43,-$2.01,,Chinatown,,$1.00,,
5/4/2015,$4.94,-$0.44,-$2.09,,Showgirls,,$1.41,,
5/4/2015,$3.84,-$0.41,-$2.09,,Fast Times at Ridgemont High,,$0.34,,
5/5/2015,$3.84,-$0.41,-$2.09,,Hotel Rwanda,,$0.34,,
5/5/2015,$4.50,-$0.43,-$1.93,,Back to the Future,,$1.14,,
5/6/2015,$6.00,-$0.47,-$1.93,,Back to the Future Park III,,$2.60,,
5/6/2015,$3.54,-$0.40,-$2.42,,Pirates of the Caribbean: Curse of the Black Pearl,,-$0.28,,
5/7/2015,$3.24,-$0.39,-$2.09,,Moulin Rouge,,-$0.24,,
5/7/2015,$3.94,-$0.41,-$2.01,,Dog Day Afternoon,,$0.52,,
5/7/2015,$4.94,-$0.44,-$2.01,,The Lucky One,,$1.49,,
5/9/2015,$3.94,-$0.41,-$2.42,,Sex and the City Season 1,,$0.11,,
5/9/2015,$9.64,-$0.58,-$2.01,,Soylent Green,,$6.05,,
5/10/2015,$5.94,-$0.47,-$2.01,,Selena,,$2.46,,
5/10/2015,$3.44,-$0.40,-$2.09,,Uptown Girls,,-$0.05,,
5/10/2015,$4.94,-$0.44,-$2.01,,Unforgiven,,$1.49,,
5/10/2015,$3.84,-$0.41,-$2.09,,Zoolander,,$0.34,,
5/10/2015,$3.94,-$0.41,-$2.09,,The Truman show,,$0.44,,
5/10/2015,$3.94,-$0.41,-$2.42,,Sex and the City Season 5,,$0.11,,
5/13/2015,$3.24,-$0.39,-$2.09,,Road to Perdition,,-$0.24,,
5/13/2015,$3.44,-$0.40,-$2.01,,Lethal Weapon 3,,$0.03,,
5/14/2015,$4.44,-$0.43,-$2.09,,"Bright Lights, Big City",,$0.92,,
5/14/2015,$3.94,-$0.41,-$2.09,,12 Monkeys,,$0.44,,
5/14/2015,$3.44,-$0.40,-$2.09,,Bridget Jones's Diary,,-$0.05,,
5/15/2015,$3.50,-$0.40,-$1.93,,Man in the Iron Mask,,$0.17,,
5/15/2015,$3.94,-$0.41,-$2.01,,Sweeney Todd,,$0.52,,
5/17/2015,$3.24,-$0.39,-$2.01,,Brokeback Mountain,,-$0.16,,
5/17/2015,$5.14,-$0.45,-$2.01,,Con Air,,$1.68,,
5/17/2015,$3.94,-$0.41,-$2.01,,Identity,,$0.52,,
5/17/2015,$3.34,-$0.40,-$2.01,,City Hall,,-$0.07,,
5/17/2015,$3.50,-$0.40,-$1.93,,Bull Durham,,$0.17,,
5/18/2015,$3.24,-$0.39,-$2.09,,How to Lose a Guy in 10 Days,,-$0.24,,
5/19/2015,$4.44,-$0.43,-$1.93,,Gangster Squad,,$1.08,,
5/20/2015,$3.64,-$0.41,-$2.09,,Double Jeopardy,,$0.14,,
5/20/2015,$3.94,-$0.41,-$2.09,,The Mask of Zorro,,$0.44,,
5/20/2015,$5.64,-$0.46,-$2.09,,How High,,$2.09,,
5/20/2015,,$0.00,,-$57.49,eBay Fees,,-$58.49,,
5/21/2015,$3.84,-$0.41,-$2.01,,The Exorcist,,$0.42,,
5/21/2015,$7.94,-$0.53,-$2.09,,The Sound of Musuic,,$4.32,,
5/22/2015,$3.14,-$0.39,-$2.09,,Dark City,,-$0.34,,
5/22/2015,$4.94,-$0.44,-$2.09,,The Crow,,$1.41,,
5/22/2015,$3.94,-$0.41,-$2.09,,The Fifth Element,,$0.44,,
5/22/2015,$5.44,-$0.46,-$2.09,,21 Jump Street,,$1.89,,
5/23/2015,,,,-$200.00,Purchased DVDs,,,,
5/23/2015,$3.44,-$0.40,-$2.09,,Knockaround Guys,,-$0.05,,
5/23/2015,$6.94,-$0.50,-$2.09,,The Lost World: Jurassic Park,,$3.35,,
5/23/2015,$4.24,-$0.42,-$2.01,,Elizabeth,,$0.81,,
5/24/2015,$5.64,-$0.46,-$2.09,,The Beach,,$2.09,,
5/24/2015,$3.94,-$0.41,-$2.42,,Awake,,$0.11,,
,$4.04,-$0.42,,,Gia,,$2.62,,
5/24/2015,$5.44,-$0.46,-$2.09,,Armageddon,,$1.89,,
5/25/2015,$3.24,-$0.39,-$2.09,,You Got Served,,-$0.24,,
5/25/2015,$3.94,-$0.41,-$2.01,,Conspiracy Theory,,$0.52,,
5/25/2015,$3.94,-$0.41,-$2.01,,The Doors,,$0.52,,
5/25/2015,$3.84,-$0.41,-$2.09,,The World is Not Enough,,$0.34,,
5/25/2015,$3.24,-$0.39,-$2.09,,Envy,,-$0.24,,
5/26/2015,$3.94,-$0.41,-$2.09,,Fun with Dick and Jane,,$0.44,,
5/26/2015,$3.94,-$0.41,-$2.42,,Pearl Harbor,,$0.11,,
5/26/2015,$3.24,-$0.39,-$2.09,,Legally Blonde,,-$0.24,,
5/26/2015,$4.44,-$0.43,-$2.01,,My Cousin Vinny,,$1.00,,
5/27/2015,$5.00,-$0.45,-$1.93,,"The Sopranos Season 6, Part 2, Disc 4",,$1.63,,
5/27/2015,$3.94,-$0.41,-$2.01,,U.S. Marshals,,$0.52,,
5/28/2015,$3.94,-$0.41,-$2.09,,House of Sand and Fog,,$0.44,,
5/30/2015,$4.94,-$0.44,-$2.01,,George Lopez: Why You Crying?,,$1.49,,
5/31/2015,$3.84,-$0.41,-$2.22,,Bram Stoker's Dracula,,$0.21,,
5/31/2015,$3.24,-$0.39,-$2.22,,The Rundown,,-$0.37,,
5/31/2015,$3.44,-$0.40,-$2.22,,Ronin,,-$0.18,,
6/2/2015,$4.84,-$0.44,-$2.13,,Salt,,$1.27,,
6/2/2015,$5.00,-$0.45,-$2.22,-$8.50,The Bob Newhart Show Season 3 Three,,-$7.17,,
6/2/2015,$5.00,-$0.45,-$2.22,,Mystery Case Files: 13th Skull Collector's Ed.,,$1.34,,
6/3/2015,$3.84,-$0.41,-$2.22,,Varsity Blues,,$0.21,,
6/3/2015,$3.44,-$0.40,-$2.35,,Mission Impossible 2,,-$0.31,,
6/4/2015,$3.74,-$0.41,-$2.22,,Face/Off,,$0.11,,
6/4/2015,$4.94,-$0.44,-$2.22,,The Cell,,$1.28,,
6/5/2015,$3.64,-$0.41,-$2.22,,Borat,,$0.01,,
6/6/2015,$5.25,-$0.45,-$2.22,,Con Air,,$1.58,,
6/8/2015,$10.00,-$0.59,-$3.07,,Woot Shirt (Stink Less),,$5.34,,
6/8/2015,$3.20,-$0.39,-$2.22,,"Kill Bill, Vol. 1",,-$0.41,,
6/8/2015,$4.00,-$0.42,-$2.22,,Payback,,$0.36,,
6/9/2015,$4.50,-$0.43,-$2.13,,Lone Star State of Mind,,$0.94,,
6/9/2015,$4.75,-$0.44,-$2.13,,,,$1.18,,
6/10/2015,$3.44,-$0.40,-$2.22,,The Texas Chainsaw Massacre,,-$0.18,,
6/10/2015,$3.20,-$0.39,-$2.13,,See No Evil,,-$0.32,,
6/10/2015,$4.75,-$0.44,-$2.22,,Short Circuit,,$1.09,,
6/10/2015,$4.50,-$0.43,-$2.13,,Paul Blart: Mall Cop,,$0.94,,
6/10/2015,$3.75,-$0.41,-$2.22,,Reign of Fire,,$0.12,,
6/11/2015,,$0.00,,-$31.95,Purchased Padded Envelopes,,-$32.95,,
6/11/2015,$5.50,-$0.46,-$2.22,,Breakin',,$1.82,,
6/12/2015,$3.20,-$0.39,-$2.22,,21,,-$0.41,,
6/12/2015,$4.00,-$0.42,-$2.22,,Pirates of the Caribbean: Dead Man's Chest,,$0.36,,
6/12/2015,$3.20,-$0.39,-$2.22,,Bad News Bears,,-$0.41,,
6/12/2015,$3.50,-$0.40,-$2.35,,The Punisher,,-$0.25,,
6/12/2015,$6.25,-$0.48,-$2.22,,Mr. Holland's Opus,,$2.55,,
6/12/2015,$3.85,-$0.41,-$2.22,,Carlos Mencia: Not Easily Offended,,$0.22,,
6/13/2015,$6.75,-$0.50,-$2.03,,Peter Pan,,$3.22,,
6/14/2015,$3.20,-$0.39,-$2.22,,The Legend of Zorro,,-$0.41,,
6/14/2015,$13.00,-$0.68,-$3.22,,How to Draw Cool Stuff,Xferred to HP account 6/15,$8.10,,
6/14/2015,$3.75,-$0.41,-$2.13,,Stardust,,$0.21,,
6/14/2015,$3.25,-$0.39,-$2.35,,Ice Age,,-$0.49,,
6/17/2015,$3.75,-$0.41,-$2.35,,Heat,,-$0.01,,
6/18/2015,$3.50,-$0.40,-$2.22,,The Princess Diaries,,-$0.12,,
6/18/2015,$3.40,-$0.40,-$2.35,,The Aviator,,-$0.35,,
6/18/2015,$7.25,-$0.51,-$2.89,,Boogie Nights,,$2.85,,
6/19/2015,$3.20,-$0.39,-$2.22,,Mission: Impossible 3,,-$0.41,,
6/19/2015,$3.50,-$0.40,-$2.22,,The Time Machine,,-$0.12,,
6/20/2015,,$0.00,,-$43.36,eBay Fees,,-$44.36,,
6/20/2015,$50.00,-$1.75,-$3.22,,Charlie's Angels: The Complete Series,,$44.03,,
6/22/2015,$3.25,-$0.39,-$2.22,,The Pursuit of Happyness,,-$0.36,,
6/22/2015,$3.25,-$0.39,-$2.22,,Because I Said So,,-$0.36,,
6/22/2015,$3.50,-$0.40,-$2.22,,Out of Time,,-$0.12,,
6/22/2015,$3.20,-$0.39,-$2.22,,I Now Pronounce You Chuck & Larry,,-$0.41,,
6/23/2015,$3.20,-$0.39,-$2.13,,Terminator 2: Judgement Day,,-$0.32,,
6/24/2015,$3.90,-$0.41,-$2.22,,Letters From Iwo Jima,,$0.27,,
6/24/2015,$9.00,-$0.56,-$3.72,,The Daring Book for Girls,,$3.72,,
6/24/2015,$6.00,-$0.47,-$2.35,,Sling Blade,,$2.18,,
6/29/2015,$3.20,-$0.39,-$2.13,,The 40-Year-Old Virgin,,-$0.32,,
6/29/2015,$10.90,-$0.62,-$3.22,,"Beauty Shop
Unfaithful
Titanic",,$6.06,,
6/29/2015,$3.20,-$0.39,-$2.13,,Evan Almighty,,-$0.32,,
6/30/2015,$14.00,-$0.71,-$3.07,,Sold: Ion Clipster Portable Speaker,,$9.22,,
6/30/2015,$4.25,-$0.42,-$2.13,,Dead Man Walking,,$0.70,,
7/1/2015,$11.50,-$0.63,-$2.71,-$2.00,"Traffic
Limitless
The Condemned",,$5.16,,
7/1/2015,$3.20,-$0.39,-$2.22,,Mean Girls,,-$0.41,,
7/1/2015,$3.90,-$0.41,-$2.53,,Dirty Dancing,,-$0.04,,
7/1/2015,$3.20,-$0.39,-$2.35,,Hulk,,-$0.54,,
7/1/2015,$4.00,-$0.42,-$2.22,,Spawn,,$0.36,,
7/1/2015,$3.20,-$0.39,-$2.22,,Jackass 2,,-$0.41,,
7/5/2015,$3.25,-$0.39,-$2.22,,Cinderella Man,,-$0.36,,
7/5/2015,$3.25,-$0.39,-$2.22,,Monster,,-$0.36,,
7/5/2015,$4.75,-$0.44,-$2.22,,"Crazy, Stupid Love",,$1.09,,
7/5/2015,$3.75,-$0.41,-$2.22,,Due Date,,$0.12,,
7/5/2015,$4.00,-$0.42,-$2.22,,Over the Hedge,,$0.36,,
7/5/2015,$3.25,-$0.39,-$2.22,,The Score,,-$0.36,,
7/5/2015,$4.75,-$0.44,-$2.13,,The Prestige,,$1.18,,
7/6/2015,$3.50,-$0.40,-$2.13,,Shooter,,-$0.03,,
7/6/2015,$5.75,-$0.47,-$2.22,,Saving Private Ryan,,$2.06,,
7/6/2015,$4.50,-$0.43,-$2.13,,RED,,$0.94,,
7/7/2015,$6.00,-$0.47,-$2.71,,Momento,,$1.82,,
7/8/2015,$5.25,-$0.45,-$2.13,,Shrek Forever After,,$1.67,,
7/8/2015,$3.95,-$0.41,-$2.13,,Ice Age: The Meltdown,,$0.41,,
7/8/2015,$10.00,-$0.59,-$3.21,-$9.27,Three's Company Season 4,,-$4.07,,
